Id,Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Open,Electricity,Wifi,Kitchen,Parking,Restaurant,Showers,Water,Toilets,Big rig friendly,Tent friendly,Pet friendly,Sanitation dump station,Outdoor gear,Groceries,Artisan goods,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging,Composting sawdust,Recycling center
86249,"Mominpur, Ekbalpur Lane, Kidderpore, Kolkata, West Bengal, 700023, India",finestay guesthouse,Hotel,Single rooms starting from 600 ringit. Kind of close to some attractions. Very friendly and helpful stuff. Parking for bikes and normal size cars behind gates.,22.533164,88.326957,0,2019-03-11 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,Yes,No,Cold,Non-Potable,Running Water,Unknown,No,No,,,,,,,,,,,,,,,,
86347,"Jalalpore Taluka, Nav Sari District, Gujarat, India",bushcamp,Wild Camping,There are some bushes that protect you from the road. Not a busy road so it was a quiet night. If you have 4x4 you can explore further. There is a small water reservoir for the farm grounds where you can take a refreshing swim. Only two people came in the morning but they left really fast so no trouble at all. ,21.016591,72.789883,9.665889739990234,2023-10-26 00:00:00 UTC,Yes,No,No,No,,No,No,Natural Source,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
86380,"Waffle Wallah, 18G, Park Street, Mallick Bazaar, Ripon Street, Kolkata, West Bengal, 700016, India",spencers ,Shopping,Supermarket for some Western stuff. No parking nearby... ,22.5527,88.35283,0,2019-03-12 00:00:00 UTC,Yes,,,,,,,,,,,,,Unknown,Yes,Unknown,Unknown,Unknown,,,,,,,,,,
86416,"Poohja garden, Cliff 2nd street, Varkala, Thiruvananthapuram, Kerala, 695311, India",The Short Giraffe Hostel,Informal Campsite,"Parking at the Short Giraffe Hostel. Only room for 1 car (no big rigs) or a few motorbikes. The hostel is very chilled out, in a very central spot if you're visiting Varkala and the owners are really nice. You can also use the toilet and shower, kitchen and wifi.",8.738166,76.705,30,2019-01-08 00:00:00 UTC,Yes,No,Yes - Average,Yes,,No,Warm,Yes,Running Water,No,No,No,,,,,,,,,,,,,,,,
86418,"Kumbhalgarh, Kumbhalgarh Tehsil, Rajsamand District, Rajasthan, India",Kumbhalgarh Fort,Informal Campsite,Parking at the fort is 20 rupees. There's the main parking as you drive through the gate though you can follow it around the outside of the wall to a flat area. We visited the fort in the afternoon and then hung around to see if we were allowed to camp here. At first the security guards didn't want us to stay though we explained that we were just staying overnight and they were ok. Very quiet here at night and a great view of the fort. ,25.147154,73.583329,1000,2024-10-26 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,
86434,"Jingkyrkhu i pa homestay, Long root bridge, Shella Bholaganj, East Khasi Hills, Meghalaya, 793108, India",Jingkyrkhu I Pa Homestay,Informal Campsite,Nice Homestay with camping option on the roof. Room for rs500-600 and (own) tent rs200. very quiet and supernice owner who speaks very good english. Good location to start trekking to the rootbridges and waterfall. ,25.23991,91.68184,671.9671583436754,2020-01-06 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Yes,,Yes,Warm,Yes,Running Water,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
86687,"Kumbhalgarh, Kumbhalgarh Tehsil, Rajsamand District, Rajasthan, India",Kumbhalgarh Fort Parking - theft attempt!,Warning,"Stayed overnight at the parking by the Kumbhalgarh Fort. Woke up next day at 8am to two kids trying to break into the car. Be careful here. If you park here, try to stay lower, closer to the guards. ",25.147542,73.582327,1000.7752876281667,2019-03-16 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
86707,"Shahgarh Tahsil, Sagar, Madhya Pradesh, India",Camp spot with beautiful view,Wild Camping,"Very nice spot with view over de fields. In monsoon its probably even more beautiful. Very quite and hidden, we didnt see anyone, just many birds. Many spots around. We didnt need 4wd but I dont know about rain season. Enjoy this rare beautiful spot in this area!",24.212274,79.036258,403.5962097157104,2019-03-13 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,
86708,"NH39, Chandnagar, Rajnagar Tahsil, Chhatarpur, Madhya Pradesh, 471101, India",Ticket Office. Panna NP,Tourist Attraction,"Very nice and affordable park. Really good chance to spot animals like tiger, leopard and sloth bears. We saw a sloth bear and many deer and birds. We paid 2680 for a long morning safari for 2 persons. Worth the money! We also camped in the parking lot of the ticket office for free. ",24.730714,80.010524,115.250244140625,2024-02-25 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
86777,"Jymmang ne Mawshamok, Shella Bholaganj, East Khasi Hills, Meghalaya, 793108, India",Root bridges,Informal Campsite,"Great place to stay for having a look to the root bridges. The parking lot is a bit buisy and you may have to search for a good place to park. But if you do find one, you are rewarded with toilets and a shower (50 rup). In March 18 they seem brand new, we will see how fast it gets worse. 
The way to the root bridges is the shortest possible, but still 400m down a stairway. Don’t forget to also visit the blue lagoon, it’s the perfect refreshment after doing a small hike in the area.
All people are very friendly and in the small stalls you can buy basic stuff and/or eat. It’s really a great place to be.",25.241718,91.678709,698.7290267944336,2020-02-25 00:00:00 UTC,Yes,Unknown,No,No,,Yes,Warm,No,Running Water,Unknown,No,Yes,,,,,,,,,,,,,,,,
86817,"AEN Colony, Cantonment, Varanasi, Sadar, Varanasi, Uttar Pradesh, 221002, India",International travellers hostel,Hostel,"Probably the best place to stay in Varanasi for overlanders. We could sleep in our car a little further from the hostel. It was in a alley next to some property which belongs to the hostel as well. Felt really safe there. The hostel itself is very nice. Good vibe, nice garden and very clean. The staff is really great and they have good food as well. You can also use the kitchen to prepa
re your own food. We paid 500 rupees to sleep in the car and use all the facilities. There is also a washingmachine which you can use for 100 rupees per load + 100 rupees if you want to use there detergent. ",25.322274,82.986684,8.76632234311931,2023-01-11 00:00:00 UTC,Yes,Yes - Not at Sites,Yes - Fast,Yes,Yes,Yes,Hot,Potable,Running Water,No,Yes,Unknown,,,,,,,,,,,,,,,,
87055,"MDR, Yuksom, Gyalshing, West Sikkim District, Sikkim, India",Yuksom Helipad,Wild Camping,Directed here by National Park ranger. Large flat tarmac area 1.5kms from the restaurants of Yaksom. Quiet with extensive views down the valley. Right beside start of treks into Kanchenjunga National Park. 4g signal.,27.377715,88.218956,1739,2019-03-19 00:00:00 UTC,Yes,No,Yes - Fast,No,,No,No,No,No,Yes,No,Unknown,,,,,,,,,,,,,,,,
87148,"Kalimpong -I, Kalimpong district, West Bengal, 734316, India",NE of Kalimpong,Informal Campsite,Flat grassy area by small cafe. very friendly family but please ask first and make a contribution to the family. 4g signal.,27.087083,88.519557,1525,2019-03-19 00:00:00 UTC,Yes,No,Yes - Fast,No,,No,No,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,
87335,"NH37, Tamenglong, Manipur, 795115, India",Quiet camp on the hill,Wild Camping,"Good campspot, not visible from the road and on a hill. After driving up you can take a left and the path will continue, offering several relatively flat campspots. During the day you hear some cars and trucks driving, but totally quiet during the night. No village & no people around. ",24.825805,93.512062,381.3305358886719,2019-03-22 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Unknown,Yes,Yes,,,,,,,,,,,,,,,,
87441,"Hotel Ellora - Ellora Tower, Club Road, Tarapur, Silchar, Cachar, Assam, 788014, India",Ellora hotel,Hotel,Very basic hotel but with private secure parking. On site restaurant. Room with private bathroom (only cold shower). Wifi works. Price twinroom with fan incl breakfast R1400. ,24.830263,92.800389,27.966896057128906,2019-03-23 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,Secure Parking,Yes,Cold,Yes,Running Water,Unknown,No,Unknown,,,,,,,,,,,,,,,,
87720,"Shella Bholaganj, East Khasi Hills, Meghalaya, 793107, India",Quiet fieldcamp,Wild Camping,"Field with several spots along a dead end road. Very quiet during day and night. There are more campspots along the road, perhaps with better valley views. There seems to be a path leading to a rootbridge (500m). We tried but did not manage as the path was overgrown :-(. Airtel 4G available, but not everywhere on the field. ",25.215877,91.68056,828.7844467163086,2023-03-03 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
87895,"NH10, Kalimpong, Kalimpong -I, Kalimpong district, West Bengal, 734316, India",Riverbank camp,Wild Camping,"Pretty difficult to find a quiet spot along this busy road. From the main road there’s dirttrack (sharp turn at 27.0982527, 88.4643549) leading to the riverbank. At the start of the track there is a gate but it was open when we were there. We camped along the path but plenty of spaces down the riverbank (dry season). During the day there were a few trucks collecting stones. No one seems to bother and the people were very friendly. Quiet at night. 4G airtel. ",27.09759,88.461824,251.59774017333984,2019-07-04 00:00:00 UTC,Yes,No,No,No,,No,No,Natural Source,No,Unknown,Yes,Yes,,,,,,,,,,,,,,,,
87899,"Agra, Uttar Pradesh, 282004, India",zigzag guesthouse,Hostel,"cozy guesthouse in Agra.
Moses and John are really nice owners.
clean guesthouse with terrace, restoran, kitchen.
I camp in the terrace for 100rupi
the road outside the hostel is safe and not traffic at all.
highly recommend here in Agra",27.152487,78.035922,102.43414306640625,2022-04-23 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,Street Parking,Yes,Hot,Potable,Running Water,Unknown,Yes,Yes,,,,,,,,,,,,,,,,
87980,"North Sikkim Highway, Chungthang, North Sikkim District, Sikkim, India",Meyong powerhouse,Wild Camping,"If your are in need of a overnight spot this one will do. Nothing special. At the end of a (sometimes steep) 2 km track there is a powerhouse. From the mainroad (27.5280074, 88.5955669). We camped above it. Looks like it is still in use but we could’t find anyone so, decided to stay. Path becomes narrow with sharp hairpins at some point so not suitable for big trucks. No place to turn only at the end of the track. Airtel coverage.",27.530583,88.603669,1237.2172164916992,2019-03-29 00:00:00 UTC,Yes,No,No,No,,No,No,Unknown,No,No,Yes,Yes,,,,,,,,,,,,,,,,
88084,"Nate, Rajapur, Ratnagiri, Maharashtra, India",Lagoon Beach,Wild Camping,"We spend here two nights but could stay here for infinity. Small lagoon beach, easy to reach,clean but no shade. Except if you are with a tent, then you can easily hide between the trees. Sometimes some locals come but most of the time nobody is around. For us perfect spot. With Airtel 4G but not everywhere . ",16.628517,73.342583,0.0185699462890625,2022-12-12 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,
88085,"Vijaydurg, Devgad, Sindhudurg, Maharashtra, India",Paradise ,Wild Camping,"There is a road al the way to the beach, after that you can drive in the forest. Beautiful clean empty beach, I think it will be busy in the high season. Friendly locals, friendly police. We stayed here a week.  ",16.479406,73.340655,-51.81634177,2023-01-25 00:00:00 UTC,Yes,No,No,No,,No,Unknown,Natural Source,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
88731,"Mhow Tahsil, Indore District, Madhya Pradesh, India",in the forest,Wild Camping,"Wildcamp on a lonely forest Road.. Some fields and farmers in the distance, the owner of the lands nearby past on his bike, but it was no problem to rest here. Nobody else bothered us, very quiet night",22.484281,75.970245,342.491198932752,2019-04-04 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
89228,"Palolem Beach Car Parking, MDR49, Chaudi, Canacona, South Goa, Goa, 403702, India",Parking area with a nice view ,Informal Campsite,"Nice guys on the parking area with a lot of shops, restaurants, etc. Ask the parking area guy for a nice car place close to the beach and in the night you will have a little bit wind. I payed 80 roupies for 24 hours. They have a parking area toilet, but I used the toilet and the shower from the “Palolem Beach Resort”. Not the best place, but if u have to stay there it’s okay. ",15.01174,74.021343,4.6,2019-04-12 00:00:00 UTC,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,
89426,"Pushkar, Pushkar Tehsil, Ajmer, Rajasthan, 302055, India",zostel,Hostel,"Very nice hostel, with a pool! Nice pancake breakfast and really cool guys who run it. Place to park the car in the dead-end street infront. ",26.484444,74.567778,369.4175881786372,2019-04-13 00:00:00 UTC,Yes,Unknown,Yes - Fast,No,Yes,Yes,Hot,Yes,Running Water,Yes,No,Unknown,,,,,,,,,,,,,,,,
89518,"Hulikal, Hosanagara taluk, Shimoga District, Karnataka, India",Nice place with lake view ,Wild Camping,"Nice quite sleeping place with the possibility to take a swim session in not salty water. Surrounded by water, no mosquitos, 4G connection and friendly locals. In the afternoon came a lot of locals to take a swim session and to wash there dresses. Close to the spot are some local shops to buy fruits or icecream ;) ",13.732081,75.01237,624.2,2019-04-14 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Unknown,Unknown,,,,,,,,,,,,,,,,
89705,"Maria Paulo Guest House Bar and Restaurant, H.No. 372 Igrejwado, MDR49, Palolem, Canacona, South Goa, Goa, 403702, India",Orange Sky,Restaurant,"Nice place to have a drink at the bar or eat (breakfast, lunch, dinner). Prices are reasonable for Agonda and the food is incredibly good, go for traditional Indian food. Really friendly staff. Even the music is nice. A good, and not crowded, placed. ",15.040614,73.98876,-6.587089924,2019-01-09 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
89706,"Pooja House, Cliff 2nd street, Varkala, Thiruvananthapuram, Kerala, 695311, India",Short Giraffe hostel,Hostel,"The perfect place to stay and chill in Varkala. Incredible staff, young and dynamic. Dorm for 400 Rps. The hostel is located less than five minutes walk from the beach. You can also order really good food (nice breakfast). Bbq is often organised. It's out of the main road so really quiet. Hammock, ping pong table, badminton net, rooftop also available. Enough place to park, from motorbike to truck (if the gate is not too narrow). Pitch a tent is also possible. Definitely worth the stay.",8.738028,76.705025,0,2019-02-07 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Unknown,Secure Parking,Yes,Cold,Potable,Running Water,Unknown,Yes,Yes,,,,,,,,,,,,,,,,
89775,"Hulikal, Hosanagara taluk, Shimoga District, Karnataka, India",Fresh chicken for cooking,Shopping,Really delicious chicken for cooking! I payed 160 roupies for 1kg.,13.736736,75.028126,619.6,2019-04-15 00:00:00 UTC,Yes,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
89776,"PWD Inspection Bunglow, Koppa Road, Kuruvalli, Tirthahalli, Tirthahalli taluk, Shimoga District, Karnataka, 577432, India",Garage ,Mechanic and Parts,Nice guys / good garage. One of my mirrors got broken and they cutted a glas and put it in the body. I payed 500 Roupies.,13.687649,75.247933,616.1,2019-04-15 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,
89905,"MDR63, Loharka, Ajnala Tahsil, Amritsar, Punjab, 143103, India",Camping at a home,Established Campground,"ADMIN: Submitted by the owner and not Overlander verified.
------
It's a indian sikh family home built in a peaceful place in the outskirts of Amritsar .The place is 40km away from Amritsar with almost all the facilities nearby. Book an appointment on +919465957275",31.856609,74.864545,190,2019-04-19 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
89909,"Neb Valley, Saket Tehsil, South Delhi, Delhi, 110068, India",nivasa,Hostel,"Nice hostel with garden 1 km from metro station. They have 1 parking spot for smaller car ours didn't fit but under 2.50 you should. So we parked it on the street and slept in the dorm, 300 pp with airconditioning. Really chill vibes. ",28.512511,77.204144,206.9745465926826,2019-07-28 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,Yes,No,Hot,Potable,Running Water,No,Unknown,Yes,,,,,,,,,,,,,,,,
89961,"Mananthavady-Koyilery- Panamaram Road, Pudiyadam, Koyilery, Mananthavady, Wayanad, Kerala, 670605, India",valliyoorkavu temple ground,Informal Campsite,There are already some nomadic people camping on the ground. there is a big ground with heavy vehicle can stop over in summer season (October to may) . some trees are there on the end of the ground for share. there is a small river nearby to access water and swimming. shops and restaurants are all within 50 meters. only issue is curious local people there asking about the trips,11.80012,76.02898,622.8283000694944,2019-03-09 00:00:00 UTC,Yes,Unknown,No,No,,Yes,Unknown,Natural Source,Unknown,Unknown,Yes,Yes,,,,,,,,,,,,,,,,
90975,"Bhavani Road, SALEM CAMP, METTUR, Mettur, Salem District, Tamil Nadu, 636456, India",Silent place with a nice view,Wild Camping,Silent place in the night for sleep close to a Hindu temple. Nice view. In the morning around 7 came friendly people to pray.,11.80494,77.81476,309.34893798828125,2019-04-29 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
91558,"Khuman Lampak Sports Complex, NH202, Porompat, Imphal East, Manipur, 795001, India",Youth Hostel,Hostel,"300 rs per night double room, very basic rooms with bathroom, the manager is very helpful and gave us lots of information of the northeast India area. It’s a good spot to stop for one night in Imphal. There’s room to camp outside, bit of rubbish though. The gate closed at 8 pm, if you contact the manager (03852421618)can  open till 8.30pm, he speaks English.",24.815597,93.950675,778.0796803602756,2019-05-04 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,Yes,Yes,Cold,Potable,Running Water,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
91726,"Moirang, Bishnupur, Manipur, India",Laktok Lake Viewpoint ,Wild Camping,"Beautiful viewpoint of the lake, you can meet some curious locals,but very quiet after sunset. There is a basic toilet. ",24.532708,93.832093,898.651307763482,2020-01-27 00:00:00 UTC,Yes,No,No,No,,No,No,No,Pit Toilets,No,Unknown,Yes,,,,,,,,,,,,,,,,
91938,"Betalbatim, Salcete, South Goa, Goa, 403713, India",Lovers Beach small car park,Wild Camping,"Tiny asphalt car park at the entrance to the Lovers Beach (part of Colva Beach). Almost no people, ok to camp out with chairs and table, big light at night, very safe. 100m to the beach with trees shade, but cars not allowed to drive in - we saw one 4x4 getting stuck in the sand 5m from the car park. 
Lovely quiet place, there’s literally no one at the beach, no hotels, resorts or restaurants. One lonely life guard only. :)",15.298241,73.908258,1.161729940187115,2024-03-05 00:00:00 UTC,Yes,No,Yes - Fast,No,,No,No,No,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
92047,"Galgibaga, Canacona, South Goa, Goa, 403728, India",Galgibaga Beach small car park,Wild Camping,"Small car park by the beach, the only place we found in Goa with a big shade - trees and palm trees give a huge shaded area. Narrow road leads to the car park just by the beach (could be too narrow for big rigs). Few locals come throughout the day, lifeguard house nearby, also turtle hatching area so need to be careful. Very nice spot, very windy too so great for hot summer days. ",14.964375,74.047921,7.990023504146535,2024-02-25 00:00:00 UTC,Yes,No,Yes - Average,No,,No,No,No,No,No,Yes,Unknown,,,,,,,,,,,,,,,,
92855,"India Immigration office, NH24, Sunauli, Nautanwa, Mahrajganj, Uttar Pradesh, India",Immigration,Customs and Immigration,Immigration office. Quite a bit before the border. Get your passport stamped here first before you continue to the Customs office for your carnet.,27.472649,83.466134,108.69202304445207,2024-04-06 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
93198,"Bhatkal taluk, Uttara Kannada, Karnataka, 576228, India",Gorte Beach small car park ,Wild Camping,"Small car park with direct access to the beach, at the end of the Gorte village. Enough space for big rigs, some street light at night, feels safe. Lots of locals moving around throughout the day, as it’s a fishing village. Temple and cricket ground nearby. We spoke with locals chilling at the stairs in the evening, and they were super friendly. Beach is a bit messy, but is a fishing beach so expect no tourist attractions whatsoever. Good for a night stay with a dip in the sea. ",13.926156,74.581039,2.1718278806954316,2024-03-05 00:00:00 UTC,Yes,No,Yes - Fast,No,,No,No,No,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
93651,"CMWSSB Division 115, Ward 115, Zone 9, Chennai, Chennai District, Tamil Nadu, 600001, India",Tyres - Lal Sales & Service,Mechanic and Parts,"Great place to get your tyres fixed or replaced. We’ve got 4 new tyres in a good price with no extra charges (unlike other places :/). Service is great and they go out of their way to find you the right tyres, which was a bit of an issue in our case. Good folks. ",13.056638,80.259766,6.783693083792372,2019-05-23 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,
93652,"Marakanam, Viluppuram District, Tamil Nadu, 605014, India",Wild camping at a large carpark by fishermen ,Wild Camping,"Huge flat concrete area right by the beach, in a small fishing village. Not many people at night but lots of movement in the morning with fishing boats going out to work. 
I’ve got 7am cricket session with the local kids. 
Great for big rigs, plenty of space. ",12.052041,79.878356,6.3,2023-04-25 00:00:00 UTC,Yes,No,Yes - Fast,No,,No,No,No,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
94287,"Alsisar, Malesar Tehsil, Jhunjhunun District, Rajasthan, 331025, India",Alsisar Mahal,Hotel,"A period palace in the heart of the Shekhawati region of Rajasthan, converted into a modern, plush hotel, with all the ameneties like A/c rooms, Internet, Pool, Restaurant, Parking, 
Also, the venue for the annual music festival  'Magnetic Fields'",28.30608,75.28796,,2017-12-26 00:00:00 UTC,Yes,Yes,Yes - Fast,Yes,Yes,Yes,Hot,Potable,Running Water,Unknown,Yes,Unknown,,,,,,,,,,,,,,,,
94423,"NH1, Nilgrar, Kangan, Jammu and Kashmir, 191203, India",Forest camp,Wild Camping,"A little open space in a small forest. You can reach the place via the (paved) road to Baltal. Rocky and bumpy tracks run into the forest. As the spot is not too far away from the main road, you can hear some traffic during daytime but at night really quiet. A friendly sheperd family is living in a tent next to the forest (out of sight). They came to say hello, invite us for chai but didn’t bother us at all. Most of the place is not levelled but lots of stones around to level with. No reception with Jio. Unfortunately lots of rubbish in the forest. Alternatively there are also campspots close to the river with great views, but these are noisy and exposed. ",34.265628,75.377108,2840.871419906616,2022-07-09 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,
94434,"NH1, Kargil tehsil, Kargil district, Ladakh, India",Checkpoint,Checkpoint,"District police check point. They need your passport, visa & vehicle registration. ",34.330345,75.571772,3257.744077682495,2019-05-30 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
94509,"Chota Shimla, Shanan, Shimla (urban), Shimla, Himachal Pradesh, 171001, India",motorworld maruti suzuki,Mechanic and Parts,"excellent car mechanics. the owner is a passionate of extreme raid both 4x4 and motorbikes. best place on in shimla.
",31.091394,77.188334,2116,2019-06-08 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,
94718,"Srinagar-Leh Highway, Gyal, Kargil tehsil, Kargil district, Ladakh, India",Hilltop wildcamp,Wild Camping,"Nice and quiet spot with great views. As the only levelled places are on top of the hills, it could get windy. To get there, follow the path starting at coordinates 34.38926, 76.44246. After about 100 meters you can leave the path and drive straight uphill to the pile of stones. After that you can drive on to get fully out of sight of the road and pick your hilltop. Pretty steep climb, so low gear and 4x4 is needed. ",34.387723,76.438949,3807.86474609375,2019-06-02 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
94719,"Banda Malla, Jogiyana, Yamkeshwar, Pauri Garhwal, Uttarakhand, 246121, India",Rajaji jungle castle ,Hotel,"resort to the edge of the park. very scenic view. room for 3000 roupies. I didn't want to pay so much so they let me put my tent on a very good place inside. also a big flat place next to the resort that would be perfect for 4x4
",29.984226,78.316454,837,2019-06-02 00:00:00 UTC,Yes,Yes - Not at Sites,No,No,Yes,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,,,,,,,,,,,,,,,,
94998,"Shilla - Yogma La - Kanji, Shilla, Khaltsi, Leh district, Ladakh, India",Riverbed wildcamp & warm shower,Wild Camping,"Nice spot in the riverbed, away from the road and houses. As the river is very rocky and you cross it several times, ground clearance and 4x4 with low gear are recommended to drive further up the river. There however are already camspots in or around the riverbed right after the bridge at the town Shilla, on both sides of the river. We took the path over the bridge and went down into the riverbed after a few hundred meters. Locals told us it was ok to camp anywhere and pointed us to a hotspring further upstream (see other spot iOverlander).",34.236183,76.797114,3224.065502166748,2019-06-03 00:00:00 UTC,Yes,No,No,No,,No,Warm,Natural Source,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
94999,"Shilla - Yogma La - Kanji, Shilla, Khaltsi, Leh district, Ladakh, India",Hotspring shower,Showers,"A nice warm open air shower coming from a hotspring. 
Parking at an abandoned building. Walk next to the river, follow some pipes.
After the second building next to the river you find the shower surrounded by natural-stones. Beautiful in a canyon. Reachable by vehicle, parking distance 150m. This place is also used by locals. In the early morning though, we were alone. No entrance fee! ",34.233176,76.790332,3267.088939666748,2022-08-06 00:00:00 UTC,Yes,,,,,,Hot,,,,,,,,,,,,,,,,,,,,,
95000,"Lardo, Khaltsi, Leh district, Ladakh, India",Alchi wildcamp,Wild Camping,"A quiet campspot just before Alchi. Hidden from the roads. Driving to Alchi from the mainroad, don’t take the right paved road after the white row of stupas, but drive approx. 200m further to Alchi and take the dirt track on your right. Find your way by following the tracks. ",34.234308,77.147143,3155.2168262240853,2019-06-04 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
95134,"Airtel office, Main Bazaar, Matsik Chulung, Leh, Leh Tehsil, Leh district, Ladakh, India",Airtel shop J&K simcard,Wifi,"Airtel shop for local simcard Jammu & Kashmir as Indian simcards don’t work in this state. Bring passport and visa. 360 INR for 28 days (1,5 GB per day). Should be active after 30 minutes... However it took 3 days to activate and then the internet package was not activated. We needed to go back to the shop to activate it. Not sure if they tried to trick us or they made a mistake...",34.16255,77.58521,3496.594081878662,2022-09-25 00:00:00 UTC,Yes,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
95247,"J&K Police Check-Post@ South Pulu, Leh Khardung La Road, Chaktsal Gang, Leh, Leh Tehsil, Leh district, Ladakh, India",South Pullu permit checkpoint,Checkpoint,1st checkpoint where you have to show your permit for Nubra valley,34.24836,77.620006,4642.239706039429,2019-06-05 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
95251,"Gaby's Café, NH102, Chamol, Tengnoupal, Manipur, India",Gaby’s cafe good place,Established Campground,gaby's cafe is an ideal bivouac place before or after the passage of customs of myanmar.  the owner is very nice.  for a vehicle he takes 200 rupees in a place with a view.  there is very clean toilet and shower with hot water.  a restaurant and even for those who want a guest house.  closed parking and watch.,24.378189,94.158342,1328.207851409912,2019-11-17 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Unknown,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
95327,"Youlkam, Panamik, Nubra, Leh district, Ladakh, India",Meadow Wildcamp,Wild Camping,"Quiet wildspot for the night, away from the road and with nice valley views. Also possible to camp in between the hills. Many spots available but take care with water crossings, muddy patches and deep sand. Best entry from the road is at 34.7549154, 77.5559791. ",34.754629,77.548951,3163.8238677978516,2023-09-28 17:57:47 UTC,Yes,No,No,No,,No,No,Non-Potable,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,
95472,"NH309, Amdanda Gate, Ramnagar, Nainital, Uttarakhand, 244715, India",THE NEST,Restaurant,very Nice coffee and restaurant. wifi available. confortable. Nice and cosy  décoration. good food not too spicy. ,29.45589,79.143153,383,2019-06-07 00:00:00 UTC,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
95640,"Khrupa, Bajun, Nainital, Uttarakhand, 263002, India",Parking near Dynasty Resort,Informal Campsite,"This is a taxi drivers grass parking, very big next to Dynasty Hotel, near lake Khurpataal, no facilities. Good stop to see the surrounding mountains in Nainital. Very quiet place on the hills, of course there will be some locals or tourists coming and looking at the car as usual in India",29.369402,79.427956,1615.7783074240197,2019-06-09 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,
